frame_index,time_s,lead_arm_angle_deg,trail_elbow_angle_deg,lead_knee_angle_deg,trail_knee_angle_deg,shoulder_hip_separation_deg,head_to_hip_midpoint_dist,stance_width_dist,wrist_mid_x,wrist_mid_y,hand_height_norm,left_wrist_height_norm,right_wrist_height_norm,torso_line_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,mean_visibility,wrist_speed_norm_per_s
0,0.0,88.69200230504899,71.21352687679986,58.81210886575163,60.522417339692495,5.919052373933482,0.8843951646820731,0.22185941451089494,0.5202954709529877,0.6077562570571899,0.39224374294281006,0.39588481187820435,0.38860267400741577,-89.8881472898684,88.69200230504899,71.21352687679986,0.9436788486711907,0.028737333437295048
1,0.03333333333333333,84.51506416399839,76.7542279451104,57.045225474094295,61.19375615603991,6.004463706680099,0.9591825477395513,0.2217669252698277,0.5201892256736755,0.6065264642238617,0.3934735357761383,0.39692169427871704,0.39002537727355957,-91.06615566538265,84.51506416399839,76.7542279451104,0.9427377744154497,0.023786186761783158
2,0.06666666666666667,101.10077748730855,95.02798443792196,60.63216752707394,67.11102494450178,7.121678536413469,0.8620228911374356,0.22344787835344868,0.5186187326908112,0.6060563027858734,0.3939436972141266,0.3978802561759949,0.3900071382522583,-91.3480841465438,101.10077748730855,95.02798443792196,0.9405767574454799,0.022997755038557693
3,0.1,95.41405605687893,81.29904238238787,67.1285413402113,65.58740180314005,6.422267192519371,0.8946239266788075,0.2280183540173273,0.5183466672897339,0.6061773002147675,0.39382269978523254,0.3976542353630066,0.3899911642074585,-90.0172016341466,95.41405605687893,81.29904238238787,0.9387816931262161,0.029956299217043382
4,0.13333333333333333,91.37712584361016,76.51325110867243,71.41928321341531,78.3919976655063,5.981330002523691,0.9148248177308467,0.22189339194288882,0.5177381336688995,0.6059180200099945,0.3940819799900055,0.3976350426673889,0.39052891731262207,-90.29404948347093,91.37712584361016,76.51325110867243,0.9388036059610771,0.02569548667565271
5,0.16666666666666666,98.44710693774222,83.57905207089058,72.47452461204394,82.43795175200236,5.548951816850604,0.8534998304222423,0.22436659562871372,0.5166138112545013,0.6056335270404816,0.39436647295951843,0.39798957109451294,0.3907433748245239,-90.19864153081203,98.44710693774222,83.57905207089058,0.9390880483569521,0.02228661168020766
6,0.2,93.98578295418496,79.6064833014228,72.8402776693417,74.29716354357328,5.41042804355061,0.8787783909673572,0.22141992471542107,0.5171325206756592,0.6057094633579254,0.3942905366420746,0.3979712128639221,0.39060986042022705,-90.493632967065,93.98578295418496,79.6064833014228,0.9391286806626753,0.0315737254220765
7,0.23333333333333334,87.07857644739292,78.70006295263859,70.88549591364384,70.83220893628744,4.931696035563164,0.8720853013778369,0.22123620744295994,0.5160676538944244,0.6055930256843567,0.3944069743156433,0.3979482650756836,0.390865683555603,-90.09732383126624,87.07857644739292,78.70006295263859,0.9406339887416724,0.03570833749504857
8,0.26666666666666666,75.06344127493875,76.75914926139443,72.85765691839488,70.1698940741858,4.865054541259724,0.8541267784836951,0.22037007621620416,0.5177172422409058,0.6047652959823608,0.39523470401763916,0.3994196653366089,0.39104974269866943,-87.9423824249031,75.06344127493875,76.75914926139443,0.9417916138966879,0.07006129365940357
9,0.3,76.74652549630626,80.72596321368842,76.59292344552661,72.10098708888009,4.9204671776636815,0.8622646720954347,0.2202653530108173,0.5163724273443222,0.604889839887619,0.395110160112381,0.39917904138565063,0.39104127883911133,-86.71299839005141,76.74652549630626,80.72596321368842,0.9423598051071167,0.10937128160273003
10,0.3333333333333333,73.62599540261861,81.2262780206215,74.27978103308729,74.86304643670285,4.848011960267172,0.7819913197045412,0.21919941675586213,0.520952045917511,0.5997484624385834,0.4002515375614166,0.4089428782463074,0.3915601968765259,-85.17855157354684,73.62599540261861,81.2262780206215,0.9411004890095104,0.10654640483310071
11,0.36666666666666664,77.23429716417887,82.83664613230745,82.28033677845458,79.74048679370259,5.826723038755063,0.7735183089453833,0.21636471295316875,0.5139030814170837,0.6003653109073639,0.3996346890926361,0.4070820212364197,0.39218735694885254,-85.91736170446337,77.23429716417887,82.83664613230745,0.9409792820612589,0.15835836800134204
