frame_index,time_s,shooting_elbow_angle_deg,shooting_knee_angle_deg,wrist_height_norm,guide_hand_distance,shoulder_alignment_deg,shooting_wrist_height_norm,guide_wrist_height_norm,max_wrist_height_norm,shoulder_mid_height_norm,hip_mid_y,ankle_mid_y,body_center_x,body_center_y,stance_width_dist,mean_visibility,wrist_speed_norm_per_s,body_speed_norm_per_s,shot_form_score
0,0.0,122.27616885747786,151.51968684636353,0.6703014075756073,0.1447025948735796,10.333039171284412,0.6703014075756073,0.660232424736023,0.6703014075756073,0.7349922060966492,0.365474134683609,0.5060079991817474,0.38245460391044617,0.365474134683609,0.07545364014735086,0.7882991460236636,0.24664722008581702,0.08352727536986389,0.7533062152339554
1,0.033326502732240436,103.35090254595566,161.2481548771897,0.6817337870597839,0.18034039337797061,12.15480151795171,0.6817337870597839,0.6672093272209167,0.6817337870597839,0.73459792137146,0.367156058549881,0.5073874890804291,0.3859930485486984,0.367156058549881,0.06895913394019038,0.793434318493713,0.2764605261854071,0.12254104636170708,0.6571098386664869
2,0.06665300546448087,122.28033690149613,166.47283547819222,0.693958580493927,0.23337428254894238,37.3637621446866,0.693958580493927,0.6668663918972015,0.693958580493927,0.7319551259279251,0.36998559534549713,0.5074395537376404,0.3894057869911194,0.36998559534549713,0.07058924282757956,0.7976249520751563,0.30811885036733916,0.13825057946038738,0.7717708601185136
3,0.09997950819672131,153.04985905186396,160.69636586879804,0.704486608505249,0.27312704532946036,11.954228447262778,0.704486608505249,0.6698757410049438,0.704486608505249,0.7263417690992355,0.3750740736722946,0.5078936517238617,0.3955587297677994,0.3750740736722946,0.05659726675485085,0.8106225783174689,0.3840879125764002,0.17059556542940923,0.9655033685054977
4,0.13330601092896174,144.04930418922547,174.08767367250408,0.7179428935050964,0.3690070377785112,6.713252209648999,0.7179428935050964,0.6773394048213959,0.7179428935050964,0.7250621318817139,0.3790813684463501,0.5113017857074738,0.4009302109479904,0.3790813684463501,0.06247486640188923,0.8141032875035749,0.34990079371661564,0.18855233253057063,0.9052441502773484
5,0.1666325136612022,157.70643097971015,160.96284897405843,0.7064152359962463,0.3842200948146342,12.779515033271224,0.7064152359962463,0.6526877284049988,0.7064152359962463,0.7248699069023132,0.3803805559873581,0.5120907127857208,0.40616101026535034,0.3803805559873581,0.07719536791056851,0.8182681686047352,0.3811530819836454,0.19915222136812538,0.9904927633712611
6,0.19995901639344263,155.64820500764347,156.38150452701632,0.7095350623130798,0.3948053225381646,13.654020327341925,0.7095350623130798,0.643014669418335,0.7095350623130798,0.7219736576080322,0.3846419155597687,0.511633038520813,0.41160060465335846,0.3846419155597687,0.08253530640403847,0.8227849839763208,0.4681514124050418,0.18893002689115912,0.9847122500424638
7,0.23328551912568304,145.9706876678513,152.4064363508984,0.692732572555542,0.2714076188661645,19.451225972898243,0.692732572555542,0.6430945694446564,0.692732572555542,0.7191136479377747,0.3840487152338028,0.5098475515842438,0.4177716225385666,0.3840487152338028,0.06543915777956559,0.8299574840700987,0.4828244965594214,0.18694726698035155,0.9309482648213961
8,0.2666120218579235,131.52468177583805,145.90939273828707,0.6667782366275787,0.24525236002952813,32.960321310906096,0.6667782366275787,0.6354556977748871,0.6667782366275787,0.717253789305687,0.3848695605993271,0.4995163083076477,0.4239988476037979,0.3848695605993271,0.05633015724174431,0.8310622360670206,0.4464998478131707,0.1794620653753314,0.8506926765324336
9,0.2999385245901639,165.36642190770596,158.54937360446414,0.6829174160957336,0.25035814068762857,100.44876183779365,0.6829174160957336,0.6396163403987885,0.6829174160957336,0.7182611674070358,0.38108640909194946,0.5009894222021103,0.42912523448467255,0.38108640909194946,0.11067704929057692,0.8310899438731598,0.6932286437305807,0.16383636075975921,1.0387023439316998
10,0.3332650273224044,159.21410985882224,153.43038351321033,0.6777473986148834,0.3145364209834125,75.53197057821433,0.6777473986148834,0.6733205914497375,0.6777473986148834,0.7201670706272125,0.3805873245000839,0.49950772523880005,0.4332375079393387,0.3805873245000839,0.13441902299840816,0.8292727021105362,0.619694428017206,0.14849184300132812,1.0045228325490125
11,0.3665915300546448,68.77197351479744,143.85675572595295,0.7249351441860199,0.2575103016456804,61.35536415656469,0.7249351441860199,0.709270179271698,0.7249351441860199,0.7211249619722366,0.38063517212867737,0.5040489137172699,0.43754351139068604,0.38063517212867737,0.1080551809964161,0.8301093589627382,0.4839360600135486,0.13503481794033234,0.5134970661680023
12,0.39991803278688526,55.80760898647087,152.78991436044657,0.7293327450752258,0.21819269376138892,26.08271798422294,0.7293327450752258,0.6939277052879333,0.7293327450752258,0.7217240631580353,0.37978529930114746,0.5070669949054718,0.441085547208786,0.37978529930114746,0.10426873370220609,0.8334498558983658,0.4142073275939912,0.12340937726513006,0.452868317898632
13,0.4332445355191257,54.232656044548584,153.16997281074575,0.7286733090877533,0.18150438854679438,32.42689591491853,0.7286733090877533,0.6925032138824463,0.7286733090877533,0.7235948890447617,0.3793518394231796,0.5053994655609131,0.44510093331336975,0.3793518394231796,0.12118300160227384,0.8339056733882788,0.40561052123125346,0.12246959716836502,0.4365277937098004
14,0.4665710382513661,48.97451226342996,150.0647582064877,0.7257093787193298,0.17442609845612772,72.00198757999135,0.7257093787193298,0.6463779807090759,0.7257093787193298,0.7268317192792892,0.3789054602384567,0.5046131312847137,0.44951242208480835,0.3789054602384567,0.10923563062300955,0.8323430895353808,0.15730282408337787,0.11260224170769889,0.3192714709107354
15,0.49989754098360656,56.63017426189554,162.6198545839411,0.7224082052707672,0.2012710831991068,40.94741814371005,0.7224082052707672,0.6392936706542969,0.7224082052707672,0.7291198670864105,0.3790441155433655,0.5075271427631378,0.4534958600997925,0.3790441155433655,0.06846088612963379,0.8294759731401097,0.2445039374269848,0.11269442204658517,0.3879632604608485
16,0.533224043715847,65.91281433351793,165.81590716863042,0.7170223295688629,0.22050421729850772,35.82934087283701,0.7170223295688629,0.641237884759903,0.7170223295688629,0.7298633605241776,0.37908948957920074,0.5118242800235748,0.45615752041339874,0.37908948957920074,0.07894782364972859,0.828777825967832,0.31895279464624876,0.11251898348724217,0.461868140246752
17,0.5665505464480874,87.61434380320118,169.6107022313095,0.6971520483493805,0.20054206224278076,36.628104440467354,0.6971520483493805,0.6363144218921661,0.6971520483493805,0.7297344505786896,0.38013283908367157,0.5124401152133942,0.4596634954214096,0.38013283908367157,0.08316910268385323,0.8280614099719308,0.41036162078882443,0.11123440054130605,0.6067463544622288
18,0.5998770491803278,109.00911863026819,156.77359562066667,0.6811510622501373,0.18890176321749944,25.08649740307223,0.6811510622501373,0.6350929141044617,0.6811510622501373,0.729766383767128,0.37930260598659515,0.5111871659755707,0.46358607709407806,0.37930260598659515,0.10234325526419982,0.8365773470564322,0.46707806569051485,0.12774151880296758,0.7256062146126011
19,0.6332035519125683,131.30047933758775,161.60626852875876,0.6610362529754639,0.16304003231479272,41.65010424209186,0.6610362529754639,0.632764607667923,0.6610362529754639,0.7293186783790588,0.37879320979118347,0.5105331540107727,0.4677751809358597,0.37879320979118347,0.11458826289584807,0.8456674245270815,0.45735755901743874,0.14059978615474783,0.849447107431043
20,0.6665300546448087,141.07289354870446,161.11154440213497,0.6480558216571808,0.1446846022896906,29.89961740048085,0.6480558216571808,0.6305201947689056,0.6480558216571808,0.7269930988550186,0.3787786662578583,0.5101211965084076,0.47451163828372955,0.3787786662578583,0.11680092755005228,0.8561715185642242,0.37682224273465836,0.15687053217944494,0.8967849703132
21,0.6998565573770492,138.63710219656602,162.43211392223662,0.6482239067554474,0.12543641984283063,21.602214874706874,0.6482239067554474,0.6298750936985016,0.6482239067554474,0.7251093685626984,0.3807431310415268,0.5111930668354034,0.4788963347673416,0.3807431310415268,0.10284552633601501,0.8630626373218767,0.30855863982094134,0.1631738564840316,0.862773715260538
22,0.7331830601092896,138.67463923760238,150.18983904868995,0.6459663808345795,0.1098809887231372,24.73931426997973,0.6459663808345795,0.6290099918842316,0.6459663808345795,0.72373166680336,0.38073521852493286,0.5090495049953461,0.48526549339294434,0.38073521852493286,0.11267340398978334,0.8709311783313751,0.21956635627369214,0.16637490405339517,0.8362845693132319
23,0.76650956284153,140.12878782958734,145.9784175848976,0.6453227698802948,0.0890279549379547,24.2400796841751,0.6453227698802948,0.6277620494365692,0.6453227698802948,0.7233139127492905,0.38064776360988617,0.5071355998516083,0.49032455682754517,0.38064776360988617,0.09936951676674682,0.8749160143462095,0.15052954158358756,0.15397895547369503,0.8236521281950059
24,0.7998360655737705,134.9365122105647,135.92548783495457,0.6420822739601135,0.08992855878469111,30.21881318622249,0.6420822739601135,0.6275354325771332,0.6420822739601135,0.7234184145927429,0.3800099641084671,0.4977181702852249,0.49503493309020996,0.3800099641084671,0.0905877124493243,0.8764397285201333,0.15535160833813919,0.15357043140837237,0.7962527725601345
